state_alpha,statisticcat_desc,domaincat_desc,watershed_desc,domain_desc,state_fips_code,sector_desc,county_ansi,county_code,prodn_practice_desc,county_name,country_code,week_ending,source_desc,freq_desc,util_practice_desc,year,unit_desc,Value,region_desc,short_desc,begin_code,zip_5,commodity_desc,asd_code,agg_level_desc,class_desc,reference_period_desc,CV (%),congr_district_code,location_desc,watershed_code,state_ansi,country_name,state_name,end_code,group_desc,asd_desc,load_time
IL,PRODUCTION,NOT SPECIFIED,,TOTAL,17,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,480202,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,ILLINOIS,00000000,17,UNITED STATES,ILLINOIS,00,SPECIALTY,,2012-01-01 00:00:00
IL,PRODUCTION,NOT SPECIFIED,,TOTAL,17,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,240991,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,ILLINOIS,00000000,17,UNITED STATES,ILLINOIS,00,SPECIALTY,,2012-01-01 00:00:00
IL,PRODUCTION,NOT SPECIFIED,,TOTAL,17,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,493456,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,ILLINOIS,00000000,17,UNITED STATES,ILLINOIS,00,SPECIALTY,,2012-01-01 00:00:00
IN,PRODUCTION,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,518857,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,9.9,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2018-02-01 00:00:00
IN,PRODUCTION,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,593489,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,5.1,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-12-31 00:00:00
IN,PRODUCTION,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,420252,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-01-01 00:00:00
IN,PRODUCTION,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,470008,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-01-01 00:00:00
IN,PRODUCTION,NOT SPECIFIED,,TOTAL,18,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,445927,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,INDIANA,00000000,18,UNITED STATES,INDIANA,00,SPECIALTY,,2012-01-01 00:00:00
IA,PRODUCTION,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,1982563,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,4.1,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2018-02-01 00:00:00
IA,PRODUCTION,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,2098870,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,13.8,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-12-31 00:00:00
IA,PRODUCTION,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,2111391,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-01-01 00:00:00
IA,PRODUCTION,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,2219477,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-01-01 00:00:00
IA,PRODUCTION,NOT SPECIFIED,,TOTAL,19,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,2514850,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,IOWA,00000000,19,UNITED STATES,IOWA,00,SPECIALTY,,2012-01-01 00:00:00
KS,PRODUCTION,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,443738,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,25.6,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2018-02-01 00:00:00
KS,PRODUCTION,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,388758,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,37.4,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-12-31 00:00:00
KS,PRODUCTION,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,409242,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-01-01 00:00:00
KS,PRODUCTION,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,671065,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-01-01 00:00:00
KS,PRODUCTION,NOT SPECIFIED,,TOTAL,20,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,989522,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,KANSAS,00000000,20,UNITED STATES,KANSAS,00,SPECIALTY,,2012-01-01 00:00:00
KY,PRODUCTION,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,344614,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,10.4,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2018-02-01 00:00:00
KY,PRODUCTION,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,344306,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,7.1,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-12-31 00:00:00
KY,PRODUCTION,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,280430,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-01-01 00:00:00
KY,PRODUCTION,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,195144,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-01-01 00:00:00
KY,PRODUCTION,NOT SPECIFIED,,TOTAL,21,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,105265,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,KENTUCKY,00000000,21,UNITED STATES,KENTUCKY,00,SPECIALTY,,2012-01-01 00:00:00
LA,PRODUCTION,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,3427531,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,12.4,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2018-02-01 00:00:00
LA,PRODUCTION,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,3055249,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,44.5,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-12-31 00:00:00
LA,PRODUCTION,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,2736818,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-01-01 00:00:00
LA,PRODUCTION,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,2561951,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-01-01 00:00:00
LA,PRODUCTION,NOT SPECIFIED,,TOTAL,22,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,2848267,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,LOUISIANA,00000000,22,UNITED STATES,LOUISIANA,00,SPECIALTY,,2012-01-01 00:00:00
ME,PRODUCTION,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,373717,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,14.2,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2018-02-01 00:00:00
ME,PRODUCTION,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,411832,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,54.7,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-12-31 00:00:00
ME,PRODUCTION,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,279174,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-01-01 00:00:00
ME,PRODUCTION,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,422293,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-01-01 00:00:00
ME,PRODUCTION,NOT SPECIFIED,,TOTAL,23,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,177758,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MAINE,00000000,23,UNITED STATES,MAINE,00,SPECIALTY,,2012-01-01 00:00:00
MD,PRODUCTION,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,167130,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,13.7,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2018-02-01 00:00:00
MD,PRODUCTION,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,114631,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,9.5,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-12-31 00:00:00
MD,PRODUCTION,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,110721,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-01-01 00:00:00
MD,PRODUCTION,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,135768,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-01-01 00:00:00
MD,PRODUCTION,NOT SPECIFIED,,TOTAL,24,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,173096,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MARYLAND,00000000,24,UNITED STATES,MARYLAND,00,SPECIALTY,,2012-01-01 00:00:00
MA,PRODUCTION,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,258263,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,16.0,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2018-02-01 00:00:00
MA,PRODUCTION,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,123434,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,33.3,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-12-31 00:00:00
MA,PRODUCTION,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,436623,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-01-01 00:00:00
MA,PRODUCTION,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,167566,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-01-01 00:00:00
MA,PRODUCTION,NOT SPECIFIED,,TOTAL,25,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,371693,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MASSACHUSETTS,00000000,25,UNITED STATES,MASSACHUSETTS,00,SPECIALTY,,2012-01-01 00:00:00
MI,PRODUCTION,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,4591286,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,29.9,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2018-02-01 00:00:00
MI,PRODUCTION,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,3973247,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,5.4,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-12-31 00:00:00
MI,PRODUCTION,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,4938440,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-01-01 00:00:00
MI,PRODUCTION,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,5233913,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-01-01 00:00:00
MI,PRODUCTION,NOT SPECIFIED,,TOTAL,26,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,5587845,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MICHIGAN,00000000,26,UNITED STATES,MICHIGAN,00,SPECIALTY,,2012-01-01 00:00:00
MN,PRODUCTION,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,7653535,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,9.2,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2018-02-01 00:00:00
MN,PRODUCTION,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,8489410,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,2.0,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-12-31 00:00:00
MN,PRODUCTION,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,9357636,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-01-01 00:00:00
MN,PRODUCTION,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,6839183,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-01-01 00:00:00
MN,PRODUCTION,NOT SPECIFIED,,TOTAL,27,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,9382764,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MINNESOTA,00000000,27,UNITED STATES,MINNESOTA,00,SPECIALTY,,2012-01-01 00:00:00
MS,PRODUCTION,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,1460497,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,9.5,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2018-02-01 00:00:00
MS,PRODUCTION,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,2858769,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,55.7,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-12-31 00:00:00
MS,PRODUCTION,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,1826253,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-01-01 00:00:00
MS,PRODUCTION,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,597514,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-01-01 00:00:00
MS,PRODUCTION,NOT SPECIFIED,,TOTAL,28,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,1451109,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MISSISSIPPI,00000000,28,UNITED STATES,MISSISSIPPI,00,SPECIALTY,,2012-01-01 00:00:00
MO,PRODUCTION,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2017,LB,655849,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,9.2,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2018-02-01 00:00:00
MO,PRODUCTION,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2012,LB,513441,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,3.9,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-12-31 00:00:00
MO,PRODUCTION,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2007,LB,776184,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-01-01 00:00:00
MO,PRODUCTION,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,2002,LB,1069398,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-01-01 00:00:00
MO,PRODUCTION,NOT SPECIFIED,,TOTAL,29,ANIMALS & PRODUCTS,,,ALL PRODUCTION PRACTICES,,9000,,CENSUS,ANNUAL,ALL UTILIZATION PRACTICES,1997,LB,1301336,,"HONEY - PRODUCTION, MEASURED IN LB",00,,HONEY,,STATE,ALL CLASSES,YEAR,,,MISSOURI,00000000,29,UNITED STATES,MISSOURI,00,SPECIALTY,,2012-01-01 00:00:00
